num_lectures,price,days_since_published,content_duration
38,20,2685,2.0
25,0,2283,5.0
44,95,1711,8.5
21,50,2860,3.0
27,60,1785,2.0
13,20,2346,2.0
20,50,2860,3.5
197,120,3703,27.5
37,20,2029,1.5
22,65,1944,1.5
14,20,2556,1.0
12,95,3135,0.5833333333333334
5,20,3071,1.0
68,195,2426,10.0
97,20,2078,7.0
20,200,3046,1.5
16,45,2005,1.5
10,100,1741,0.7166666666666667
25,45,2606,2.5
31,20,1721,7.5
14,50,3007,0.6833333333333333
74,60,2168,2.0
14,20,2367,1.0
316,195,2061,51.0
52,200,1773,3.0
29,20,2695,3.5
22,0,2675,2.5
38,40,2377,5.0
144,195,2300,20.0
9,100,1648,1.0
12,0,2252,1.0
18,195,1920,2.5
25,20,1956,3.0
17,25,1716,1.5
13,35,3084,1.0
15,200,2217,1.0
14,0,2236,1.0
120,40,1983,19.0
40,85,2581,3.5
19,30,1797,2.0
7,60,1690,0.5833333333333334
35,20,2541,4.0
46,200,2252,9.5
20,35,2260,3.0
53,85,3173,5.0
14,90,1850,1.0
23,20,1711,2.0
65,60,1754,5.0
13,20,1942,1.0
19,50,2861,0.6833333333333333
27,75,2362,3.0
34,200,2585,4.5
30,20,2903,3.5
7,95,3054,0.5166666666666666
50,50,2306,4.0
26,20,2000,3.5
21,20,2046,2.0
24,200,2145,3.0
11,0,1811,0.6
20,115,2050,1.5
59,195,2175,7.5
28,20,1944,1.0
48,20,1677,4.5
36,120,2455,4.0
138,200,1744,25.5
121,100,1731,11.0
43,120,3057,4.0
22,50,2801,2.5
27,0,2011,1.0
22,0,1730,1.5
16,20,2192,1.5
125,100,2325,10.5
48,0,1712,4.5
88,75,2487,9.0
17,40,2684,2.5
9,30,1936,1.0
69,20,2129,4.0
81,30,2370,7.0
18,30,1724,1.5
6,50,2340,1.0
32,20,2286,3.0
17,40,2157,0.7166666666666667
11,60,3224,1.5
59,20,2899,12.0
27,20,2230,1.0
10,20,2220,0.7
65,150,1929,5.0
23,20,2536,1.0
20,40,1974,1.5
22,20,3088,1.5
9,100,1905,0.6166666666666667
39,95,1810,4.5
40,200,1685,8.5
25,95,2608,4.5
28,20,2074,2.5
106,185,1900,9.5
33,50,1706,3.5
65,75,2467,4.5
13,145,1667,1.0
23,90,2291,1.5
79,150,1809,9.0
22,20,2197,2.0
24,90,1740,1.5
16,0,1807,1.5
13,180,1824,0.5333333333333333
10,50,3137,1.0
13,20,2678,1.0
8,20,1825,1.0
47,200,1924,4.0
10,20,1768,0.65
544,200,2368,46.5
21,20,2013,1.0
12,50,2145,1.0
9,0,2189,1.0
26,35,2769,2.0
177,200,2259,16.5
25,20,2354,6.0
16,50,2378,1.0
49,120,3006,7.0
36,40,2361,2.0
97,50,2564,7.0
60,75,2349,5.5
6,0,1817,0.5
93,120,2039,9.0
66,195,1866,3.0
39,30,2251,6.5
23,0,2842,4.5
15,0,2936,1.5
24,30,2132,5.5
13,20,2280,2.0
46,40,2028,4.5
14,20,1664,1.0
61,95,2285,6.0
26,50,1841,2.0
70,30,1851,9.0
39,195,1719,2.5
106,50,2459,8.0
18,200,2777,2.0
13,40,2152,1.0
47,20,2151,3.5
41,50,2377,3.0
29,50,2376,2.0
53,50,2238,7.0
8,45,1784,0.5666666666666667
29,40,2249,1.5
12,20,2356,1.5
37,195,1707,4.0
7,20,2255,0.6666666666666666
11,25,2612,1.0
12,20,1759,0.7166666666666667
9,20,1843,0.6
62,80,2025,9.0
25,65,1767,1.0
6,20,1710,0.6
37,50,2038,2.5
10,0,2889,2.0
10,20,2949,1.0
36,100,2155,3.0
7,20,2615,1.0
37,150,1823,3.0
40,50,3180,3.0
25,45,3164,2.0
83,20,2067,3.5
36,40,2148,2.0
16,150,2270,1.5
18,0,1654,1.0
19,30,2374,0.55
49,100,2139,3.5
10,20,2273,0.6
18,0,1970,1.5
21,145,1909,3.0
29,0,2543,1.0
23,20,2229,1.5
12,120,1860,0.6
32,80,1785,3.0
32,35,2406,2.0
29,40,1893,1.5
24,0,2952,4.5
34,200,1979,2.5
6,25,1998,0.5833333333333334
131,200,2813,15.5
7,0,1973,0.5
15,20,2236,1.0
17,20,2613,2.5
52,145,2551,3.5
93,50,3330,9.5
25,50,2034,5.5
8,20,1946,1.5
74,60,2511,13.5
24,195,2263,1.5
49,35,1970,5.0
9,30,2951,3.0
18,45,1706,3.5
46,45,1783,3.5
31,100,2449,3.0
5,0,2154,1.0
35,140,1923,2.0
90,20,2790,9.0
30,35,1780,2.0
24,40,2146,1.5
62,60,2136,5.0
10,40,2504,2.0
11,40,2463,1.5
284,50,2074,31.5
107,120,1747,6.0
15,20,2515,1.5
42,0,1941,2.5
11,35,2155,1.5
166,20,2423,10.5
12,20,2010,1.0
9,20,2480,1.5
21,20,2879,2.0
97,150,1850,11.0
29,195,1762,2.5
34,40,2449,4.0
12,20,1760,1.0
35,95,2103,2.5
16,200,2409,0.5666666666666667
21,35,2487,2.5
11,150,1943,3.0
21,30,2011,2.5
11,25,2147,2.0
16,45,1738,1.5
274,75,1766,39.0
12,20,2705,0.5333333333333333
34,95,2491,3.0
29,30,2756,1.5
21,75,1943,2.5
14,50,1818,0.5
67,195,1919,10.0
35,105,2332,5.0
20,75,2255,2.5
63,25,2112,6.0
185,30,1800,6.5
52,100,2521,2.0
21,200,2250,2.5
36,0,1775,2.5
45,100,1853,7.0
35,20,2567,4.0
69,50,1881,1.5
10,20,2515,2.0
6,20,2865,1.5
20,200,2355,2.5
29,60,2561,1.5
27,75,2413,2.5
20,200,1920,1.0
26,20,1950,3.5
59,20,2729,7.0
22,50,1713,4.5
14,0,1705,3.0
8,40,1740,0.7
69,20,2710,3.0
17,20,2667,1.0
26,20,1864,2.5
17,20,3562,2.0
5,20,2136,0.5166666666666666
19,30,2902,3.0
18,0,1772,0.5666666666666667
22,60,2168,2.0
8,20,1831,2.0
8,65,2182,1.0
44,45,2636,5.0
119,50,2620,8.5
85,115,1838,10.5
11,20,1712,0.6
61,165,2528,8.0
13,0,2005,0.5166666666666666
7,35,1929,0.7
30,20,2140,5.0
20,30,1733,3.0
23,25,1744,2.0
23,200,1698,2.5
12,25,1952,1.0
47,95,2819,4.5
14,25,1713,2.0
36,95,2488,3.5
71,20,2172,6.0
30,195,2202,4.0
15,45,2157,2.5
13,90,1816,1.5
60,0,2293,4.5
41,20,3062,3.0
15,0,1935,1.5
207,60,1871,33.0
15,30,2538,1.5
27,50,3230,5.0
26,0,2105,3.5
10,20,2292,1.0
97,20,1800,9.0
28,50,1716,3.0
9,20,2578,0.5166666666666666
28,100,1957,2.5
32,20,2458,6.0
8,0,2337,0.6666666666666666
11,0,1752,0.55
12,45,2752,2.0
46,50,2258,3.5
123,20,2326,16.0
7,25,2486,1.0
37,50,2005,7.0
11,200,1699,1.0
28,75,3074,3.0
26,50,2628,2.5
13,0,1892,1.5
9,0,2753,2.0
29,200,1795,2.5
27,75,2263,2.5
444,150,2136,45.0
16,200,1815,1.0
46,195,2202,4.0
34,125,2004,3.5
45,0,2730,6.5
25,20,2379,1.0
29,70,1976,4.0
38,50,2118,8.5
15,20,3018,2.0
20,20,1801,1.0
29,25,2021,2.5
36,195,2278,4.5
20,20,2374,1.0
74,100,2034,4.0
6,20,2914,1.5
24,170,2329,1.5
55,20,2346,6.0
19,0,2383,1.0
14,0,2417,0.6166666666666667
108,150,1887,7.5
13,0,2770,1.0
22,50,2629,3.0
9,50,1654,2.0
10,0,1716,0.6833333333333333
7,60,3234,1.0
42,20,3108,2.0
17,20,2007,1.0
13,30,2116,2.0
38,20,1864,4.0
12,20,2049,1.0
83,20,2118,7.5
138,100,1832,10.0
11,20,2861,1.0
14,25,2469,1.5
48,20,2307,9.0
14,20,2238,1.0
45,195,1894,6.5
37,40,1979,5.0
21,200,1897,1.5
45,40,2038,2.0
74,90,1797,7.5
32,115,1711,3.0
36,50,1837,2.5
29,95,2234,1.5
13,0,3377,0.7333333333333333
43,80,1697,3.0
40,185,2707,6.5
10,0,3022,1.0
8,25,1898,0.65
8,20,2308,0.6
24,0,3185,8.0
8,60,1650,1.0
45,95,2347,4.5
15,200,2202,2.5
72,20,2465,2.0
23,145,2400,6.0
20,200,1908,2.0
33,0,1688,2.0
21,20,2802,1.0
15,40,2539,1.0
17,20,3146,2.5
48,40,2248,5.5
35,45,2467,2.5
215,200,3330,7.0
7,20,1647,2.5
29,0,1660,1.0
10,20,3482,1.5
40,50,2055,7.5
12,30,2423,1.5
32,50,1857,3.0
42,20,2503,1.5
66,200,2395,5.0
41,125,2108,4.0
126,200,1975,18.5
26,40,1961,2.0
17,195,2173,1.0
62,20,1998,12.0
18,200,2172,1.5
454,200,2909,60.0
16,40,2041,1.5
34,25,1832,2.5
26,195,2248,3.5
18,50,2033,1.5
25,100,2111,2.5
29,50,1871,1.5
12,20,2110,1.0
26,50,2791,3.0
28,200,1672,1.5
22,85,3004,6.0
89,150,1815,8.5
8,30,1956,0.5666666666666667
22,20,2762,2.0
30,95,1913,2.0
45,0,2543,7.5
21,20,1666,1.0
35,50,2190,7.0
39,125,1740,2.5
99,150,2070,6.5
13,20,1990,0.6166666666666667
29,200,1763,2.5
42,100,2249,3.0
59,95,2398,2.0
37,20,2089,3.5
11,60,1935,1.5
17,20,2299,1.5
23,200,3356,4.0
39,95,2370,2.5
30,65,1997,3.0
29,30,1745,3.5
33,70,2259,1.0
22,30,2288,2.0
23,25,2042,2.0
160,190,1748,10.5
30,195,2411,4.0
14,50,2451,2.0
82,60,2019,12.5
14,40,1746,1.0
74,195,2147,7.0
18,20,1943,1.0
16,20,2029,1.5
74,50,1838,7.5
8,20,2567,1.5
44,50,2906,3.0
27,20,2375,5.0
17,200,2126,1.0
23,0,2027,1.5
21,50,2021,1.5
83,195,1818,20.0
10,20,2665,1.0
18,20,2409,1.5
45,25,2301,5.0
26,75,2391,1.5
7,0,1696,1.0
16,20,3001,2.0
39,200,2077,4.0
41,0,2180,8.5
15,20,1713,3.5
34,35,2295,1.5
38,55,1710,1.0
9,50,2557,2.0
42,75,2562,3.5
40,20,3380,1.5
16,25,3519,3.5
30,25,1901,4.0
9,20,3271,1.5
49,20,2178,2.5
9,0,3119,2.0
22,0,2271,1.0
23,20,1713,4.5
18,35,1654,1.0
66,45,2362,3.5
37,35,3495,2.5
35,45,2425,4.0
37,50,2801,2.5
24,30,1675,4.5
332,180,2439,29.0
14,20,1767,1.0
19,55,2310,1.0
35,40,2266,4.0
207,35,2705,20.5
69,115,2315,7.0
47,85,1696,5.0
26,0,1965,1.5
25,40,3566,10.0
26,50,2378,3.0
25,0,2405,2.0
74,20,1822,3.0
